0.044642578,,,,0.295358144
0.141115467,,,,0.246792716
0.251511904,,,,0.034696318
0.126217894,,,,
0.205552519,,,,
0.083082769,,,,
0.161410705,,,,
0.236514417,,,,
0.191156117,,,,
0.308730772,,,,
0.224461288,,,,
0.448858472,,,,
0.289700853,,,,
0.215232137,,,,
0.149041089,,,,
0.222179719,,,,
0.050016354,,,,
0.058136406,,,,
0.103134135,,,,
0.17094775,,,,
0.077830703,,,,
0.128346929,,,,
0.06501753,,,,
0.046856755,,,,
0.230342482,,,,
0.277969401,,,,
0.334492711,,,,
0.410051028,,,,
0.24427472,,,,
0.154810332,,,,
0.164571101,,,,
0.27417952,,,,
0.173797473,,,,
0.290866976,,,,
0.180556044,,,,
0.268663417,,,,
0.356620534,,,,
0.22045749,,,,
0.253746603,,,,
0.398091408,,,,
0,,,,
0.047086558,,,,
0.068255608,,,,
0.035896196,,,,
0.038865239,,,,
0.113702222,,,,
0.252237401,,,,
0.10658846,,,,
0.06928533,,,,
0.141580643,,,,
0.176780872,,,,
0.110332705,,,,
0.111189255,,,,
0.199484687,,,,
0.209401468,,,,
0.171845189,,,,
0.137853487,,,,
0.049643639,,,,
0.144009877,,,,
0.122161613,,,,
0.148416584,,,,
0.036893679,,,,
0.101267657,,,,
0.127963504,,,,
0.167158111,,,,
0.187348899,,,,
0.11700298,,,,
0.226661442,,,,
0.072177055,,,,
0.198069518,,,,
0.184847712,,,,
0.170105105,,,,
0.111838152,,,,
0.115157484,,,,
0.1894121,,,,
0.322428763,,,,
0.271891962,,,,
0.232382837,,,,
0.217453865,,,,
0.360198954,,,,
0.199046201,,,,
0.233828803,,,,
0.129661876,,,,
0.355945639,,,,
0.139724029,,,,
0.213828389,,,,
0.251091875,,,,
0.153825983,,,,
0.304832692,,,,
0.155573629,,,,
0.286684939,,,,
0.276398345,,,,
0.313768595,,,,
0.305358383,,,,
0.19042517,,,,
0.22059393,,,,
0.228184647,,,,
0.14368978,,,,
0.155418601,,,,
0.223958234,,,,
0.288556075,,,,
0.36097013,,,,
0.328555813,,,,
0.305276241,,,,
0.164828785,,,,
0.013875333,,,,
0.020485824,,,,
0.072555328,,,,
0.120819604,,,,
0.15334104,,,,
0.207013603,,,,
0.148513811,,,,
0.113824087,,,,
0.171370175,,,,
0.172507648,,,,
0.086467967,,,,
0.181339721,,,,
0.061775152,,,,
0.063369017,,,,
0.041639831,,,,
0.139204119,,,,
0.067541089,,,,
0.154214768,,,,
0.013980597,,,,
0.011595364,,,,
0.183097526,,,,
0.123366899,,,,
0.170003441,,,,
0.149269901,,,,
0.108534498,,,,
0.127780388,,,,
0.055725149,,,,
0.092441789,,,,
0.046881951,,,,
0.057458579,,,,
0.210180055,,,,
0.118371134,,,,
0.12460745,,,,
0.200545694,,,,
0.162187741,,,,
0.148591402,,,,
0.15666378,,,,
0.228002842,,,,
0.216470091,,,,
0.20949117,,,,
0.252414663,,,,
0.12377927,,,,
0.104385736,,,,
0.154095693,,,,
0.34205785,,,,
0.112370016,,,,
0.270958886,,,,
0.083596634,,,,
0.089511832,,,,
0.084507755,,,,
0.254695123,,,,
0.299151204,,,,
0.234027882,,,,
0.109746192,,,,
0.284101609,,,,
0.222676659,,,,
0.367887418,,,,
0.223201672,,,,
0.296800444,,,,
0.26305604,,,,
0.326821144,,,,
0.160076218,,,,
0.369431063,,,,
0.230132322,,,,
0.159953112,,,,
0.209617093,,,,
0.18814309,,,,
0.185103707,,,,
0.262244515,,,,
0.284770169,,,,
0.473852537,,,,
0.522454434,,,,
0.372553609,,,,
0.374670127,,,,
0.271388044,,,,
0.678117178,,,,
0.226254175,,,,
0.185389424,,,,
0.324720033,,,,
0.2172859,,,,
0.405706492,,,,
0.326312956,,,,
0.120501817,,,,
0.06054555,,,,
0.2044859,,,,
0.243984869,,,,
0.379068649,,,,
0.248452453,,,,
0.117552423,,,,
0.213239432,,,,
0.233816503,,,,
0.122722229,,,,
0.074428645,,,,
0.112486385,,,,
0.061630463,,,,
0.171342324,,,,
0.244743621,,,,
0.223875414,,,,
0.17868261,,,,
0.150999433,,,,
0.335344364,,,,
0.241189812,,,,
0.280050058,,,,
0.29548334,,,,
0.387865792,,,,
0.40501415,,,,
0.361597337,,,,
0.46331079,,,,
0.438583884,,,,
0.361428426,,,,
0.523359195,,,,
0.550937284,,,,
0.519375877,,,,
0.717443567,,,,
0.645590795,,,,
0.477717125,,,,
0.522032546,,,,
0.324888605,,,,
0.32848796,,,,
0.278094292,,,,
0.230035171,,,,
0.475090192,,,,
0.637973788,,,,
0.491399823,,,,
0.130556157,,,,
0.445560579,,,,
0.156121196,,,,
0.344072953,,,,
