0.013848646,,,mean,0.201620386
0.01442463,,,median,0.104989947
0.047067105,,,variance,0.045267722
0.018631447,,,,
0.017121605,,,,
0.057731649,,,,
0.043818094,,,,
0.021097915,,,,
0.02469402,,,,
0.005164223,,,,
0.368995375,,,,
0.514943403,,,,
0.570543685,,,,
0.351661378,,,,
0.015426743,,,,
0.057483059,,,,
0.051532399,,,,
0.021198312,,,,
0.034960837,,,,
0.02107164,,,,
0.040017625,,,,
0.08306778,,,,
0.28422793,,,,
0.041206352,,,,
0.020932045,,,,
0.011643797,,,,
0.021583834,,,,
0.01166466,,,,
0.007752874,,,,
0.00287471,,,,
0.019915342,,,,
0.016142125,,,,
0.083213126,,,,
0.119053376,,,,
0.138270743,,,,
0.206607346,,,,
0.498746086,,,,
0.039695159,,,,
0.070812045,,,,
0.123589469,,,,
0.036137337,,,,
0.017627533,,,,
0.078818123,,,,
0.247503831,,,,
0.004890283,,,,
0.000831383,,,,
0.004180092,,,,
0.006891739,,,,
0.026432395,,,,
0.012509693,,,,
0.005752359,,,,
0.007671264,,,,
0.002817753,,,,
0.007574116,,,,
0,,,,
0.006653368,,,,
0.005530595,,,,
0.006156533,,,,
0.006894472,,,,
0.001538598,,,,
0.016200179,,,,
0.007080402,,,,
0.419509692,,,,
0.127947402,,,,
0.311440995,,,,
0.341699731,,,,
0.315952647,,,,
0.302962102,,,,
0.578513838,,,,
0.29171785,,,,
0.258584708,,,,
0.33341589,,,,
0.109446067,,,,
0.279642883,,,,
0.192818166,,,,
0.693350288,,,,
0.648731477,,,,
0.141560175,,,,
0.659758563,,,,
0.274229784,,,,
0.481864493,,,,
0.442867392,,,,
0.281860953,,,,
0.27637366,,,,
0.277171047,,,,
0.483875959,,,,
0.391206859,,,,
0.220388886,,,,
0.369230851,,,,
0.636269081,,,,
0.680924485,,,,
0.042188162,,,,
0.278977527,,,,
0.569154553,,,,
0.317114141,,,,
0.033370784,,,,
0.014792354,,,,
0.014561024,,,,
0.014175733,,,,
0.27635442,,,,
0.06048205,,,,
0.009631394,,,,
0.051969414,,,,
0.009224799,,,,
0.053865718,,,,
0.032261222,,,,
0.012978126,,,,
0.04460202,,,,
0.145317644,,,,
0.190758731,,,,
0.342172942,,,,
0.156206099,,,,
0.348952352,,,,
0.041602445,,,,
0.361315034,,,,
0.057048006,,,,
0.275385984,,,,
0.048962092,,,,
0.054782433,,,,
0.285613235,,,,
0.261040563,,,,
0.400023726,,,,
0.371437075,,,,
0.148545733,,,,
0.35519177,,,,
0.04330276,,,,
0.237689978,,,,
0.042674931,,,,
0.064866752,,,,
0.083663598,,,,
0.417882186,,,,
0.665720583,,,,
0.583087838,,,,
0.350895362,,,,
0.464174569,,,,
0.602959678,,,,
0.421336864,,,,
0.013204797,,,,
0.017182395,,,,
0.011536708,,,,
0.027023923,,,,
0.009193214,,,,
0.013947599,,,,
0.021260825,,,,
0.011692741,,,,
0.010429428,,,,
0.069613654,,,,
0.521060365,,,,
0.449991698,,,,
0.477387659,,,,
0.415608656,,,,
0.533928923,,,,
0.461929342,,,,
0.169157131,,,,
0.476353867,,,,
0.042168124,,,,
0.202876997,,,,
0.1956989,,,,
0.094220646,,,,
0.328849719,,,,
0.048051162,,,,
0.046426828,,,,
0.164832358,,,,
0.110819371,,,,
0.200844657,,,,
0.207997476,,,,
0.06194935,,,,
0.036474724,,,,
0.50415026,,,,
0.494813737,,,,
0.614747744,,,,
0.169904356,,,,
0.24715998,,,,
0.689444773,,,,
0.657482426,,,,
0.267805393,,,,
0.654631744,,,,
0.043773817,,,,
0.05032786,,,,
0.044872675,,,,
0.009035904,,,,
0.020966146,,,,
0.100533826,,,,
0.009429215,,,,
0.026867296,,,,
0.022121502,,,,
0.007850782,,,,
0.020561702,,,,
0.311422676,,,,
0.666812914,,,,
0.56444733,,,,
0.443532734,,,,
0.25680812,,,,
0.43485605,,,,
0.382625751,,,,
0.410261219,,,,
0.395085564,,,,
1,,,,
0.706014962,,,,
0.111477525,,,,
0.058194124,,,,
0.050725615,,,,
0.068372416,,,,
0.139783172,,,,
0.260359095,,,,
0.141024729,,,,
0.062683621,,,,
0.052937468,,,,
0.008626361,,,,
0.00709331,,,,
0.013762911,,,,
0.42763576,,,,
0.27461151,,,,
0.685658249,,,,
